"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"CANTIDAD","MODELO","CODIGO","DESCRIPCION ","PRECIO COSTO","UTILIDAD","SUBTOTAL","PRECIO VENTA","MARCA","PROVEEDOR","","","","","","","","","","","","","","","",""
"","","","","0","0.5","0","0","","","0","0","","","","","","","","","","","","","",""
"","","","","0","0.5","0","0","","","0","0","","","","","","","","","","","","","",""
"","","","","0","0.5","0","0","","","0","0","","","","","","","","","","","","","",""
"","","","","0","0.5","0","0","","","0","0","","","","","","","","","","","","","",""
"","","","","0","0.5","0","0","","","0","0","","","","","","","","","","","","","",""
"","","","","0","0.5","0","0","","","0","0","","","","","","","","","","","","","",""
"","","","","0","0.5","0","0","","","0","0","","","","","","","","","","","","","",""
"","","","","0","0.5","0","0","","","0","0","","","","","","","","","","","","","",""
"","","","","0","0.5","0","0","","","0","0","","","","","","","","","","","","","",""
"","","","","0","0.5","0","0","","","0","0","","","","","","","","","","","","","",""
"","","","","0","0.5","0","0","","","0","0","","","","","","","","","","","","","",""
"","","","","0","0.5","0","0","","","0","0","","","","","","","","","","","","","",""
"","","","","0","0.5","0","0","","","0","0","","","","","","","","","","","","","",""
"","","","","0","0.5","0","0","","","0","0","","","","","","","","","","","","","",""
"","","","","0","0.5","0","0","","","0","0","","","","","","","","","","","","","",""
"","","","","0","0.5","0","0","","","0","0","","","","","","","","","","","","","",""
"","","","","0","0.5","0","0","","","0","0","","","","","","","","","","","","","",""
"","","","","0","0.5","0","0","","","0","0","","","","","","","","","","","","","",""
"","","","","0","0.5","0","0","","","0","0","","","","","","","","","","","","","",""
"","","","","0","0.5","0","0","","","0","0","","","","","","","","","","","","","",""
"","","","","0","0.5","0","0","","","0","0","","","","","","","","","","","","","",""
"","","","","0","0.5","0","0","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","0","0","","","","","","","","","","","","","",""
"","","","","","","","","","","402500.16","773202.80736","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","",""
